feature,excl_in_n_genes,min_enr,mean_enr,COL4A1_n_in,COL4A1_n_out,COL4A1_enr,COL4A2_n_in,COL4A2_n_out,COL4A2_enr,COL4A3_n_in,COL4A3_n_out,COL4A3_enr,COL4A4_n_in,COL4A4_n_out,COL4A4_enr,COL4A5_n_in,COL4A5_n_out,COL4A5_enr,COL4A6_n_in,COL4A6_n_out,COL4A6_enr
2573,0,0.195,0.438,69,940,0.9,22,1332,0.58,14,1276,0.39,10,2010,0.31,23,2614,0.25,6,2398,0.2
8372,0,0.195,0.679,64,455,1.72,4,494,0.29,6,423,0.51,11,765,0.9,12,716,0.47,2,800,0.2
25100,0,0.195,0.954,2,99,0.25,1,181,0.2,5,115,1.56,1,126,0.49,4,78,1.45,10,438,1.78
31481,0,0.194,1.408,21,206,1.24,7,299,0.83,3,273,0.39,36,439,5.11,5,207,0.68,1,402,0.19
20035,0,0.194,0.829,42,711,0.72,25,980,0.9,14,594,0.84,2,642,0.19,18,434,1.17,11,751,1.14
19565,0,0.194,0.513,12,110,1.33,4,206,0.69,1,184,0.19,1,321,0.19,10,785,0.36,2,497,0.31
12888,0,0.194,1.16,6,76,0.96,1,182,0.19,14,146,3.44,1,126,0.49,6,109,1.56,2,493,0.32
16066,0,0.194,0.516,66,710,1.13,24,927,0.91,18,1489,0.43,7,2248,0.19,50,6263,0.23,9,3546,0.2
15174,0,0.194,0.538,36,449,0.98,4,574,0.25,1,185,0.19,1,192,0.32,1,74,0.38,3,212,1.1
4662,0,0.194,3.49,8,286,0.34,4,402,0.35,1,185,0.19,1,118,0.53,20,57,9.92,96,780,9.61
22281,0,0.194,0.624,584,5611,1.27,94,9145,0.36,339,11319,1.07,111,15808,0.44,419,28861,0.41,50,20168,0.19
25994,0,0.194,1.337,15,117,1.56,19,195,3.44,8,239,1.2,4,470,0.53,11,1606,0.19,8,571,1.09
11421,0,0.194,0.756,1,63,0.19,1,112,0.32,3,79,1.36,1,96,0.65,3,50,1.7,1,245,0.32
14600,0,0.193,0.63,12,100,1.46,4,171,0.83,2,168,0.43,2,255,0.49,6,444,0.38,1,404,0.19
21423,0,0.193,0.6,148,1409,1.28,39,1857,0.74,43,3016,0.51,31,3289,0.59,50,4963,0.28,12,4850,0.19
16712,0,0.193,0.501,28,375,0.91,8,541,0.52,3,558,0.19,8,617,0.81,18,1471,0.35,3,1037,0.23
956,0,0.193,0.766,583,3963,1.79,98,7469,0.46,305,8826,1.24,99,13065,0.47,324,21052,0.43,38,15412,0.19
811,0,0.192,0.576,22,341,0.79,2,367,0.19,4,367,0.39,3,357,0.52,10,326,0.87,3,336,0.7
29230,0,0.192,0.752,102,993,1.25,60,1753,1.21,9,1678,0.19,22,2121,0.65,63,3445,0.52,28,3138,0.7
3984,0,0.192,0.495,32,225,1.73,3,351,0.3,3,476,0.23,2,648,0.19,17,1890,0.25,4,1204,0.26
25094,0,0.192,0.846,173,1913,1.1,12,2206,0.19,8,603,0.48,22,719,1.91,2,92,0.61,5,496,0.79
7034,0,0.192,0.646,198,2273,1.06,96,2728,1.24,18,3360,0.19,16,3707,0.27,131,6207,0.6,37,5603,0.52
27626,0,0.192,1.085,84,434,2.36,9,784,0.41,42,748,2.01,11,975,0.7,12,1769,0.19,15,1396,0.84
1301,0,0.192,0.718,51,720,0.86,3,553,0.19,32,747,1.54,4,804,0.31,55,1297,1.2,2,755,0.21
302,0,0.191,0.801,53,305,2.12,11,478,0.81,4,749,0.19,3,345,0.54,4,220,0.51,3,374,0.63
19670,0,0.191,0.825,18,202,1.09,22,452,1.72,9,451,0.72,6,762,0.49,8,1181,0.19,11,1152,0.75
16966,0,0.191,1.758,3,73,0.5,1,103,0.34,2,128,0.56,20,186,6.7,3,443,0.19,11,381,2.25
23966,0,0.191,0.566,54,617,1.07,14,869,0.57,22,1037,0.76,8,1182,0.42,30,2184,0.39,5,2042,0.19
27023,0,0.191,1.631,3,58,0.63,8,102,2.77,7,90,2.79,1,83,0.75,1,148,0.19,5,147,2.66
26033,0,0.191,0.697,3,65,0.56,3,127,0.83,3,102,1.05,1,91,0.68,1,148,0.19,2,183,0.85
22654,0,0.191,0.65,36,441,1.0,17,647,0.93,11,1015,0.39,4,1305,0.19,41,2137,0.54,19,1736,0.85
25556,0,0.191,0.413,524,8715,0.73,66,7339,0.32,79,5016,0.56,27,4920,0.34,33,2835,0.33,5,2045,0.19
29634,0,0.191,0.828,256,2800,1.11,82,3307,0.88,121,3142,1.38,42,4040,0.65,170,6307,0.76,12,4911,0.19
21429,0,0.191,3.325,33,816,0.49,58,1156,1.77,1,188,0.19,14,264,3.3,3,29,2.92,42,291,11.27
3237,0,0.191,0.584,53,366,1.77,4,442,0.32,10,554,0.65,5,808,0.39,12,1780,0.19,3,1197,0.2
11284,0,0.19,0.705,57,845,0.82,5,820,0.22,29,1004,1.04,12,1033,0.72,67,1525,1.24,2,820,0.19
305,0,0.19,1.665,99,1021,1.18,62,1551,1.41,3,565,0.19,10,424,1.47,3,45,1.88,8,162,3.86
11162,0,0.19,1.113,64,1472,0.53,68,2001,1.2,3,565,0.19,10,899,0.69,16,211,2.14,40,1625,1.92
3041,0,0.19,0.526,52,883,0.72,7,679,0.36,21,1029,0.73,3,982,0.19,36,1359,0.75,4,777,0.4
14790,0,0.19,0.634,38,278,1.67,10,445,0.79,3,566,0.19,6,662,0.56,17,1503,0.32,5,1463,0.27
17436,0,0.19,0.561,306,3386,1.1,124,4455,0.98,28,5294,0.19,30,6277,0.3,130,9680,0.38,47,8838,0.42
15589,0,0.19,0.712,88,744,1.44,7,1304,0.19,62,1597,1.39,22,2103,0.65,38,2725,0.39,7,2722,0.2
14097,0,0.189,0.689,44,428,1.25,3,559,0.19,15,608,0.88,14,818,1.07,10,1474,0.19,10,1422,0.55
1831,0,0.189,0.822,167,1059,1.92,32,2406,0.47,43,2541,0.61,36,2455,0.91,23,3430,0.19,42,3960,0.83
8577,0,0.189,0.519,39,443,1.07,14,532,0.93,5,946,0.19,7,1044,0.42,18,2394,0.21,7,1886,0.29
16453,0,0.189,0.502,48,690,0.85,19,992,0.68,10,1250,0.29,15,1412,0.66,27,2189,0.35,6,2475,0.19
12574,0,0.189,0.942,37,854,0.53,11,1251,0.31,7,981,0.26,61,1011,3.76,20,929,0.61,8,3303,0.19
4796,0,0.189,0.588,171,2244,0.93,78,2956,0.93,16,3036,0.19,43,3528,0.76,62,3776,0.46,14,4285,0.26
5587,0,0.189,1.082,25,514,0.59,16,809,0.7,1,190,0.19,5,319,0.98,4,69,1.64,12,391,2.4
9044,0,0.188,0.987,6,34,2.15,2,50,1.41,4,133,1.08,2,265,0.47,4,600,0.19,3,377,0.62
24014,0,0.188,0.577,110,2051,0.65,35,2724,0.45,31,3139,0.35,11,3638,0.19,141,3066,1.3,39,5912,0.52
2306,0,0.188,1.793,307,2171,1.72,101,2817,1.27,61,2314,0.95,7,2316,0.19,292,1524,5.41,62,3973,1.22
26807,0,0.188,0.954,24,89,3.29,4,159,0.89,1,191,0.19,1,207,0.3,10,426,0.66,2,392,0.4
2862,0,0.188,0.554,153,1979,0.94,69,2271,1.07,26,3608,0.26,45,4706,0.6,98,10361,0.27,19,7908,0.19
18454,0,0.187,1.797,44,222,2.42,3,565,0.19,35,336,3.73,13,654,1.24,16,158,2.86,2,457,0.34
12427,0,0.187,1.304,93,1714,0.66,48,2357,0.72,3,574,0.19,22,871,1.57,18,241,2.11,42,1275,2.57
4049,0,0.187,0.94,47,260,2.2,3,478,0.22,20,464,1.55,12,644,1.16,6,906,0.19,3,727,0.32
23110,0,0.187,0.804,141,1803,0.95,42,1933,0.77,43,1108,1.39,20,1699,0.73,7,1058,0.19,26,2564,0.79
7593,0,0.187,0.518,62,781,0.97,23,861,0.94,6,1152,0.19,11,1249,0.55,21,2496,0.24,6,2079,0.23
4510,0,0.186,0.82,5,327,0.19,3,238,0.45,9,355,0.91,2,271,0.46,20,336,1.68,2,126,1.24
16878,0,0.186,0.545,25,236,1.29,2,325,0.22,16,522,1.1,4,1057,0.24,15,2278,0.19,4,1289,0.24
12885,0,0.186,0.686,36,589,0.75,16,511,1.11,4,349,0.41,2,426,0.29,18,369,1.38,1,420,0.19
26850,0,0.186,0.671,13,100,1.59,1,190,0.19,7,328,0.77,4,331,0.75,11,779,0.4,4,929,0.34
12120,0,0.185,0.654,184,2499,0.9,41,2664,0.54,82,4514,0.65,120,5513,1.36,106,10371,0.29,26,10945,0.19
1535,0,0.185,1.189,64,271,2.88,9,466,0.68,15,197,2.73,2,314,0.4,5,540,0.26,1,421,0.19
30545,0,0.185,0.853,63,708,1.08,5,952,0.19,15,820,0.66,20,1376,0.91,28,592,1.34,38,3119,0.95
23192,0,0.185,0.61,34,317,1.31,9,414,0.77,14,553,0.91,3,803,0.23,20,2174,0.26,3,1265,0.19
25339,0,0.185,1.166,5,91,0.67,1,191,0.18,2,52,1.38,2,51,2.44,1,21,1.35,1,80,0.98
30908,0,0.185,0.748,28,431,0.79,10,510,0.69,2,285,0.25,1,337,0.18,14,234,1.69,5,444,0.88
4443,0,0.184,1.189,272,1705,1.95,127,1247,3.6,34,1548,0.79,4,1353,0.18,14,1751,0.23,8,1587,0.39
1725,0,0.184,0.603,22,307,0.87,9,407,0.78,16,625,0.92,5,769,0.4,27,1679,0.45,3,1274,0.18
21038,0,0.184,1.077,23,464,0.6,14,709,0.7,1,195,0.18,4,285,0.87,6,83,2.04,12,455,2.06
26239,0,0.184,1.538,9,52,2.11,3,47,2.25,1,59,0.61,3,79,2.37,1,154,0.18,3,137,1.71
27384,0,0.183,0.626,361,3769,1.17,127,6103,0.73,32,6262,0.18,52,8198,0.4,335,11927,0.79,79,12831,0.48
29445,0,0.183,0.598,41,310,1.61,6,498,0.43,2,341,0.21,6,484,0.77,6,926,0.18,3,606,0.39
20283,0,0.183,1.379,18,130,1.69,1,193,0.18,7,72,3.49,2,196,0.64,1,112,0.25,11,423,2.03
8267,0,0.182,0.51,123,1571,0.95,60,2277,0.93,20,2557,0.28,23,3111,0.46,34,5271,0.18,13,4048,0.25
157,0,0.182,0.573,65,450,1.76,8,721,0.39,14,766,0.66,5,1289,0.24,17,2637,0.18,4,1531,0.2
14743,0,0.182,1.608,12,161,0.91,20,106,6.66,2,181,0.4,2,580,0.21,6,931,0.18,10,608,1.28
32065,0,0.182,0.633,17,190,1.09,14,363,1.36,2,394,0.18,2,561,0.22,12,1578,0.21,11,1180,0.73
12375,0,0.182,0.546,21,351,0.73,7,373,0.66,2,394,0.18,6,370,1.01,4,287,0.39,2,520,0.3
8824,0,0.182,0.837,41,478,1.05,18,681,0.93,10,582,0.62,2,685,0.18,26,623,1.18,13,951,1.07
21831,0,0.182,0.571,45,401,1.37,3,583,0.18,19,790,0.86,7,1021,0.43,35,2910,0.34,6,1904,0.25
8438,0,0.181,0.625,25,168,1.81,3,254,0.42,6,295,0.73,1,344,0.18,9,710,0.36,2,623,0.25
10549,0,0.181,0.762,114,1627,0.85,41,2186,0.66,6,1189,0.18,29,1520,1.19,22,615,1.01,18,2075,0.68
6057,0,0.181,0.564,109,1190,1.12,42,2120,0.7,30,2890,0.37,12,4132,0.18,233,8299,0.79,19,6758,0.22
29094,0,0.18,1.103,33,429,0.94,16,686,0.82,1,199,0.18,3,296,0.63,8,110,2.06,11,431,1.99
28313,0,0.18,0.906,30,338,1.08,15,534,0.99,1,199,0.18,2,251,0.5,5,91,1.55,6,413,1.13
30513,0,0.18,0.548,31,209,1.81,7,431,0.57,4,491,0.29,2,523,0.24,8,1255,0.18,2,794,0.2
28597,0,0.18,1.139,3,47,0.78,4,48,2.94,1,81,0.44,1,108,0.58,1,157,0.18,4,163,1.92
21361,0,0.18,0.542,87,1253,0.85,28,1697,0.58,40,2701,0.53,35,3077,0.71,77,5369,0.41,13,5643,0.18
27683,0,0.18,0.378,14,276,0.62,4,508,0.28,4,798,0.18,5,975,0.32,46,2376,0.55,9,2146,0.33
26405,0,0.179,0.634,412,5947,0.84,179,7399,0.85,21,4195,0.18,22,4056,0.34,26,1042,0.71,60,5325,0.88
29560,0,0.179,0.57,135,2472,0.67,17,1960,0.31,77,3213,0.86,21,2948,0.44,177,5172,0.97,9,3934,0.18
13224,0,0.178,0.87,21,116,2.21,1,198,0.18,5,165,1.09,2,224,0.56,4,264,0.43,3,307,0.76
2916,0,0.178,0.613,292,4011,0.89,108,5347,0.71,25,5029,0.18,64,5841,0.68,204,6129,0.94,30,8501,0.28
14640,0,0.178,0.628,46,358,1.57,3,535,0.2,22,638,1.24,3,1050,0.18,26,1903,0.39,4,1548,0.2
14928,0,0.177,0.731,4,119,0.41,1,199,0.18,3,113,0.95,4,188,1.33,2,98,0.58,5,413,0.95
9084,0,0.177,1.296,24,188,1.56,2,398,0.18,42,535,2.81,15,403,2.32,4,372,0.3,2,259,0.6
25801,0,0.177,0.489,155,1372,1.38,32,2132,0.53,29,2471,0.42,13,3927,0.21,67,8509,0.22,13,5730,0.18
16238,0,0.177,0.695,68,430,1.93,14,644,0.77,12,807,0.53,3,1056,0.18,22,2322,0.27,10,1574,0.5
22538,0,0.177,0.676,28,273,1.25,17,532,1.13,4,607,0.24,5,825,0.38,45,1436,0.89,3,1325,0.18
10853,0,0.177,0.827,2,138,0.18,2,168,0.42,3,136,0.79,2,102,1.22,3,57,1.49,4,362,0.86
26623,0,0.177,1.772,328,1075,3.72,67,2732,0.87,3,609,0.18,32,730,2.73,16,183,2.47,9,1050,0.67
1260,0,0.177,0.787,382,2997,1.55,25,5000,0.18,286,5859,1.75,63,7780,0.5,185,13450,0.39,41,9183,0.35
10189,0,0.177,0.886,36,1041,0.42,13,1452,0.32,13,1552,0.3,76,1476,3.21,41,1294,0.9,11,4866,0.18
17864,0,0.176,0.563,138,1777,0.95,66,2289,1.02,17,3454,0.18,44,4054,0.68,106,9593,0.31,24,7491,0.25
7787,0,0.176,0.418,59,1003,0.72,14,1310,0.38,8,1192,0.24,6,1247,0.3,48,1952,0.69,5,2213,0.18
2355,0,0.176,0.509,43,317,1.65,5,431,0.41,5,637,0.28,5,1053,0.3,15,2403,0.18,4,1328,0.24
5791,0,0.176,0.512,50,525,1.16,21,857,0.87,7,784,0.32,5,1019,0.31,18,2105,0.24,4,1771,0.18
28477,0,0.176,0.66,34,408,1.02,24,451,1.88,5,909,0.2,2,708,0.18,22,1442,0.43,6,1785,0.26
30135,0,0.176,1.712,67,510,1.6,35,642,1.92,10,1045,0.34,3,1062,0.18,116,596,5.5,21,2266,0.72
20080,0,0.176,0.767,29,258,1.37,6,479,0.44,23,517,1.59,5,592,0.53,14,805,0.49,2,888,0.18
31876,0,0.176,1.088,29,444,0.8,23,503,1.61,2,408,0.18,9,509,1.1,32,483,1.87,9,726,0.97
21455,0,0.175,0.497,73,619,1.44,14,719,0.69,6,1082,0.2,4,1337,0.19,39,3694,0.3,5,2227,0.18
14711,0,0.175,0.68,197,2418,0.99,96,3486,0.97,56,4153,0.48,98,5242,1.16,100,9615,0.29,19,8465,0.18
28096,0,0.175,3.138,70,1137,0.75,64,1781,1.27,1,205,0.17,15,499,1.87,3,9,9.42,34,497,5.34
3097,0,0.175,0.842,41,180,2.78,3,291,0.36,13,436,1.07,4,658,0.38,13,1277,0.29,2,893,0.17
29548,0,0.175,0.603,30,323,1.13,11,430,0.9,14,645,0.78,7,1005,0.43,16,2588,0.17,4,1611,0.19
23378,0,0.175,1.027,23,546,0.51,4,564,0.25,3,496,0.22,2,713,0.17,43,284,4.28,11,1177,0.73
7009,0,0.174,0.916,40,294,1.66,10,403,0.88,5,339,0.53,1,357,0.17,24,497,1.36,6,524,0.89
12536,0,0.174,1.709,36,698,0.63,35,937,1.32,1,206,0.17,11,355,1.93,9,71,3.58,17,507,2.62
10299,0,0.174,0.852,46,275,2.04,14,544,0.91,13,502,0.93,2,716,0.17,19,1270,0.42,8,979,0.64
21673,0,0.174,1.323,5,107,0.57,1,203,0.17,8,187,1.53,2,196,0.64,15,88,4.82,1,370,0.21
31555,0,0.174,0.651,41,350,1.43,26,688,1.33,3,619,0.17,5,722,0.43,20,1989,0.28,4,1230,0.25
12026,0,0.174,1.02,102,1695,0.73,65,2486,0.92,3,619,0.17,13,873,0.93,22,320,1.94,27,1485,1.42
2823,0,0.174,0.461,22,262,1.02,2,368,0.19,7,482,0.52,2,717,0.17,21,1391,0.43,6,1084,0.43
11681,0,0.174,0.444,32,588,0.66,18,952,0.67,5,1033,0.17,10,1204,0.52,21,1433,0.41,6,2051,0.23
24664,0,0.174,0.651,20,565,0.43,4,814,0.17,39,1054,1.33,15,1124,0.83,8,764,0.3,7,645,0.85
14258,0,0.173,0.574,26,307,1.03,13,493,0.93,9,605,0.53,5,790,0.39,21,1562,0.38,3,1355,0.17
12571,0,0.173,1.009,17,227,0.91,8,317,0.89,6,244,0.88,1,246,0.25,23,221,2.94,1,452,0.17
6751,0,0.173,0.759,6,109,0.67,8,155,1.82,4,170,0.84,4,352,0.71,4,655,0.17,2,467,0.33
22540,0,0.173,0.545,11,121,1.11,4,185,0.76,4,289,0.5,1,361,0.17,7,414,0.48,2,628,0.25
8562,0,0.172,1.241,20,439,0.56,20,445,1.59,1,208,0.17,3,301,0.62,12,130,2.61,12,493,1.9
18887,0,0.172,0.766,65,910,0.87,47,1469,1.13,2,416,0.17,8,570,0.87,2,172,0.33,16,1022,1.22
32696,0,0.172,0.815,43,195,2.69,9,379,0.84,6,562,0.38,4,915,0.27,45,2381,0.53,3,1362,0.17
4436,0,0.172,0.432,210,2737,0.94,62,3667,0.6,29,4457,0.23,34,5974,0.35,128,12069,0.3,17,7722,0.17
13634,0,0.17,0.472,42,542,0.94,10,705,0.5,13,855,0.55,6,1056,0.35,23,2063,0.32,4,1834,0.17
29780,0,0.17,0.755,14,119,1.43,5,147,1.2,6,217,0.99,2,268,0.46,8,846,0.27,1,459,0.17
16144,0,0.17,1.075,22,484,0.55,17,660,0.91,1,211,0.17,5,266,1.17,5,100,1.41,9,315,2.23
26347,0,0.17,0.591,133,1913,0.85,31,1273,0.86,8,1237,0.23,7,606,0.72,3,499,0.17,4,434,0.72
14725,0,0.17,0.468,144,1870,0.94,30,2802,0.38,51,3354,0.55,30,3971,0.47,66,6151,0.3,14,6447,0.17
550,0,0.169,1.341,66,945,0.85,41,1363,1.06,2,424,0.17,9,574,0.98,14,169,2.34,24,708,2.65
998,0,0.169,0.476,196,2060,1.16,29,2570,0.4,14,2969,0.17,24,3427,0.44,91,4921,0.52,11,5021,0.17
30183,0,0.169,0.503,166,2678,0.76,63,3478,0.64,16,3398,0.17,48,4046,0.74,100,5910,0.48,19,6237,0.24
22250,0,0.168,1.031,73,2192,0.41,18,3774,0.17,110,2320,1.7,41,2725,0.94,108,1325,2.3,57,6646,0.67
1233,0,0.168,0.809,15,64,2.86,1,52,0.68,1,213,0.17,1,111,0.56,3,239,0.35,1,333,0.23
28907,0,0.168,0.708,64,1318,0.59,14,1080,0.46,45,1265,1.28,6,1385,0.27,117,2223,1.49,4,1858,0.17
16968,0,0.168,0.683,12,373,0.39,2,383,0.18,7,328,0.77,1,371,0.17,28,343,2.31,2,554,0.28
6271,0,0.168,1.07,27,805,0.41,13,874,0.53,3,641,0.17,5,947,0.33,53,359,4.17,17,1625,0.82
17873,0,0.168,0.485,74,992,0.91,37,1233,1.06,12,1814,0.24,9,1915,0.29,44,5122,0.24,7,3261,0.17
12430,0,0.168,0.461,19,188,1.23,2,277,0.25,4,415,0.35,3,489,0.38,18,1328,0.38,2,932,0.17
8777,0,0.168,0.617,50,639,0.95,14,651,0.76,11,625,0.63,6,687,0.54,24,1050,0.65,2,932,0.17
10466,0,0.167,0.479,17,245,0.85,7,305,0.81,6,458,0.47,4,613,0.41,8,1321,0.17,2,933,0.17
23028,0,0.167,0.701,118,1236,1.16,27,1386,0.69,115,2787,1.48,35,4205,0.52,59,9979,0.17,16,6619,0.19
14575,0,0.167,0.711,24,232,1.26,4,286,0.49,12,271,1.59,2,321,0.39,7,537,0.37,1,468,0.17
17940,0,0.167,0.503,29,321,1.1,7,488,0.51,5,400,0.45,2,588,0.21,6,1017,0.17,6,803,0.58
12105,0,0.167,0.842,34,266,1.56,2,424,0.17,18,445,1.45,11,580,1.18,9,1172,0.22,7,1142,0.48
1184,0,0.166,0.396,16,764,0.26,19,1090,0.62,25,1106,0.81,6,1081,0.35,3,512,0.17,3,1274,0.18
2835,0,0.165,0.764,37,333,1.35,35,645,1.92,17,1475,0.41,15,2070,0.45,65,6526,0.28,6,2831,0.17
3893,0,0.165,0.639,124,2217,0.68,29,2148,0.48,54,1833,1.06,9,1795,0.31,107,2645,1.14,5,2361,0.17
32553,0,0.165,7.018,410,6274,0.8,333,10200,1.15,2,434,0.17,44,1183,2.32,1,1,28.26,120,995,9.42
4843,0,0.165,2.062,8,188,0.52,4,104,1.36,1,217,0.17,1,213,0.29,25,80,8.83,9,582,1.21
2121,0,0.165,0.878,45,766,0.72,17,1042,0.58,6,272,0.79,1,377,0.17,8,112,2.02,6,469,1.0
28694,0,0.165,0.659,34,634,0.65,4,855,0.17,4,314,0.46,1,318,0.2,8,128,1.77,4,436,0.72
31447,0,0.165,0.482,49,435,1.37,7,569,0.43,5,653,0.27,5,1039,0.3,14,2396,0.17,6,1365,0.34
5915,0,0.165,0.502,29,309,1.14,3,465,0.23,4,488,0.29,10,662,0.94,9,1054,0.24,2,946,0.17
13285,0,0.165,0.515,362,3373,1.31,65,5026,0.46,89,6352,0.5,61,11675,0.33,274,23486,0.33,32,15137,0.17
29235,0,0.165,0.869,153,3696,0.5,94,4324,0.77,7,1522,0.16,12,1955,0.38,30,360,2.35,31,2335,1.04
4760,0,0.165,0.486,36,843,0.52,5,799,0.22,16,700,0.82,3,649,0.29,29,910,0.9,1,474,0.16
5613,0,0.165,0.486,56,892,0.77,16,1105,0.51,15,1845,0.29,28,1907,0.91,44,4610,0.27,7,3320,0.16
13673,0,0.164,0.764,55,503,1.33,3,644,0.16,23,869,0.95,15,1025,0.91,33,1110,0.84,10,2039,0.38
25369,0,0.164,0.457,10,150,0.81,2,276,0.26,5,270,0.66,2,446,0.28,11,547,0.57,1,475,0.16
23441,0,0.164,1.002,10,71,1.72,2,127,0.56,6,97,2.22,2,169,0.74,1,172,0.16,1,126,0.62
29638,0,0.164,0.785,27,214,1.54,1,215,0.16,2,151,0.47,1,153,0.41,4,72,1.57,1,140,0.56
9759,0,0.164,0.922,18,545,0.4,5,701,0.25,12,437,0.98,20,505,2.47,19,426,1.26,3,1427,0.16
28467,0,0.164,0.606,216,1994,1.32,47,3580,0.46,86,3258,0.95,21,4491,0.29,168,10520,0.45,14,6663,0.16
3528,0,0.164,1.322,39,681,0.7,15,759,0.7,3,656,0.16,8,843,0.59,53,349,4.29,34,1779,1.49
1088,0,0.164,0.561,79,936,1.03,31,1303,0.84,26,2207,0.42,7,2661,0.16,180,7355,0.69,16,5751,0.22
9878,0,0.164,0.783,5,41,1.49,6,165,1.28,2,138,0.52,2,371,0.34,4,690,0.16,7,601,0.91
31707,0,0.163,0.798,61,929,0.8,12,759,0.56,29,609,1.71,2,762,0.16,42,899,1.32,2,654,0.24
20681,0,0.163,0.6,122,2123,0.7,45,2710,0.59,14,3076,0.16,34,3370,0.63,158,3599,1.24,21,5813,0.28
24556,0,0.163,1.229,5,248,0.25,5,406,0.43,4,521,0.28,45,464,6.04,4,694,0.16,6,2178,0.22
7107,0,0.163,1.36,81,310,3.19,6,1301,0.16,3,301,0.36,7,209,2.09,7,121,1.63,5,534,0.73
2815,0,0.163,0.441,6,86,0.85,3,135,0.78,1,135,0.27,1,383,0.16,4,656,0.17,3,573,0.41
3168,0,0.163,0.851,109,1602,0.83,52,3181,0.58,80,2063,1.39,9,1926,0.29,108,1644,1.86,5,2401,0.16
29063,0,0.163,0.807,76,571,1.62,4,869,0.16,93,2033,1.64,28,2217,0.79,68,5550,0.35,17,4643,0.29
15670,0,0.162,0.514,154,2449,0.77,91,3360,0.96,18,3976,0.16,44,4501,0.61,89,6446,0.39,16,6198,0.2
32263,0,0.162,1.296,22,345,0.78,11,319,1.22,1,221,0.16,2,205,0.61,5,49,2.88,6,220,2.13
12167,0,0.162,0.595,60,501,1.46,19,847,0.79,24,1950,0.44,12,2306,0.32,90,6500,0.39,11,5299,0.16
31201,0,0.162,0.622,109,1201,1.11,30,1710,0.62,6,1328,0.16,16,1545,0.65,23,1587,0.41,21,2083,0.79
30675,0,0.162,0.717,25,369,0.83,2,436,0.16,2,245,0.29,2,540,0.23,6,236,0.72,23,866,2.07
16390,0,0.162,0.955,31,550,0.69,8,705,0.4,2,443,0.16,22,396,3.46,7,314,0.63,7,1406,0.39
30286,0,0.162,0.841,30,261,1.4,7,426,0.58,18,413,1.56,11,638,1.07,6,1048,0.16,3,878,0.27
19225,0,0.162,1.021,20,220,1.11,8,298,0.95,15,290,1.85,3,386,0.48,18,324,1.57,1,483,0.16
8657,0,0.161,0.458,31,278,1.36,3,416,0.25,4,679,0.21,4,929,0.27,32,1826,0.5,3,1451,0.16
21153,0,0.161,1.625,45,426,1.29,28,453,2.18,30,1389,0.77,47,1016,2.88,72,826,2.46,2,970,0.16
1513,0,0.161,1.496,61,1129,0.66,56,1968,1.0,1,223,0.16,16,409,2.44,1,56,0.5,38,705,4.21
26313,0,0.16,0.706,40,223,2.19,9,289,1.1,2,447,0.16,2,489,0.25,8,1386,0.16,4,836,0.37
1358,0,0.16,0.957,28,420,0.81,19,536,1.25,1,224,0.16,3,285,0.66,9,159,1.6,7,434,1.26
10928,0,0.16,0.527,350,4822,0.89,140,6557,0.75,91,9133,0.36,32,12456,0.16,594,22635,0.74,65,19356,0.26
12764,0,0.16,0.6,48,545,1.07,9,686,0.46,12,703,0.61,2,779,0.16,36,1116,0.91,7,1436,0.38
15033,0,0.16,0.601,15,134,1.36,5,246,0.72,4,304,0.47,1,390,0.16,11,669,0.46,4,729,0.43
3812,0,0.16,0.652,35,376,1.14,10,542,0.65,2,449,0.16,7,620,0.7,6,411,0.41,9,827,0.85
11799,0,0.159,0.586,48,332,1.76,5,481,0.37,3,675,0.16,5,727,0.43,13,1306,0.28,7,1055,0.52
1175,0,0.159,0.595,16,194,1.01,4,278,0.51,1,225,0.16,1,313,0.2,5,101,1.4,2,524,0.3
27399,0,0.159,0.544,43,475,1.1,7,538,0.46,5,726,0.25,14,937,0.93,15,1168,0.36,3,1474,0.16
11714,0,0.159,0.611,45,522,1.05,14,753,0.66,12,893,0.48,11,1189,0.58,57,2166,0.74,4,1969,0.16
19887,0,0.158,0.456,16,286,0.68,4,335,0.42,3,276,0.39,3,356,0.52,10,504,0.56,1,493,0.16
16207,0,0.158,1.474,4,158,0.31,51,238,7.57,3,657,0.16,3,804,0.23,17,1160,0.41,3,1479,0.16
6517,0,0.158,1.32,46,214,2.62,22,285,2.73,7,402,0.62,6,785,0.48,11,1963,0.16,16,951,1.31
1494,0,0.158,1.446,1,77,0.16,3,137,0.77,12,152,2.83,1,116,0.54,11,78,3.99,2,400,0.39
13011,0,0.158,0.801,84,1335,0.77,52,1272,1.44,15,1121,0.48,3,1180,0.16,44,1123,1.11,14,1282,0.85
29280,0,0.158,0.536,9,62,1.77,2,113,0.62,1,138,0.26,1,308,0.2,5,697,0.2,1,494,0.16
26644,0,0.158,0.724,35,342,1.25,4,422,0.33,24,519,1.66,9,758,0.74,7,948,0.21,2,989,0.16
31721,0,0.158,0.656,55,1186,0.57,53,1694,1.1,8,1820,0.16,24,2037,0.73,69,2435,0.8,29,3959,0.57
29776,0,0.158,0.659,19,255,0.91,11,357,1.09,8,522,0.55,9,609,0.92,15,1289,0.33,2,991,0.16
10067,0,0.157,0.917,60,787,0.93,5,1122,0.16,9,725,0.45,13,1131,0.72,28,398,1.99,34,2100,1.26
